  1948         2015
 1948   -0.006   -0.019    0.037   -0.061    0.005    0.064   -0.030   -0.013   -0.043    0.017    0.144    0.072
 1949    0.162    0.169    0.048    0.108   -0.015    0.010    0.081    0.112    0.079    0.113    0.117    0.127
 1950    0.120   -0.024   -0.096   -0.121   -0.049   -0.033   -0.046    0.030    0.019   -0.081    0.090    0.098
 1951    0.113    0.008    0.022    0.179    0.182    0.299    0.432    0.313    0.259    0.269    0.185    0.185
 1952    0.182    0.193    0.240    0.201    0.191    0.393    0.382    0.414    0.372    0.365    0.261    0.351
 1953    0.275    0.195    0.152    0.323    0.352    0.286    0.354    0.268    0.290    0.158    0.254    0.268
 1954    0.237    0.106    0.111   -0.003    0.080    0.109   -0.035   -0.004   -0.001   -0.022   -0.016   -0.041
 1955    0.086    0.051    0.052    0.106    0.187    0.204    0.279    0.185    0.213    0.290    0.397    0.267
 1956    0.197    0.105    0.024    0.074   -0.047   -0.254   -0.080   -0.088   -0.079   -0.032   -0.076    0.029
 1957   -0.070   -0.096   -0.009   -0.063   -0.111   -0.002    0.050    0.213    0.231    0.160    0.095    0.090
 1958    0.059    0.199    0.355    0.357    0.212    0.232    0.175    0.172    0.223    0.162    0.196    0.230
 1959    0.111    0.125   -0.017    0.007    0.018   -0.049   -0.021    0.023    0.136    0.123    0.061    0.120
 1960    0.187    0.227    0.099    0.107    0.313    0.329    0.281    0.346    0.221    0.307    0.261    0.148
 1961    0.071    0.092    0.159    0.237    0.204    0.043   -0.008    0.047    0.013    0.040    0.078    0.224
 1962    0.160    0.162    0.176    0.098    0.033   -0.061    0.003   -0.053    0.015    0.076    0.057    0.201
 1963    0.168    0.177    0.144    0.114   -0.074   -0.036   -0.025   -0.063   -0.192   -0.061   -0.046   -0.050
 1964   -0.065    0.032    0.050   -0.136    0.051    0.014   -0.133   -0.223   -0.209   -0.261   -0.155   -0.110
 1965   -0.188   -0.166   -0.067   -0.086   -0.088   -0.116   -0.177   -0.199   -0.211   -0.237   -0.265   -0.113
 1966   -0.065    0.021    0.001    0.054    0.012   -0.034   -0.045   -0.033    0.011    0.024    0.014    0.091
 1967    0.092    0.099   -0.023   -0.004   -0.176   -0.250   -0.219   -0.154   -0.086   -0.089   -0.224   -0.142
 1968   -0.236   -0.187   -0.198   -0.145   -0.113   -0.251   -0.219   -0.203   -0.139   -0.102   -0.097   -0.116
 1969   -0.052    0.115    0.218    0.160    0.021    0.039    0.104   -0.090   -0.096   -0.174   -0.113   -0.021
 1970    0.001   -0.037    0.030    0.031   -0.035   -0.171   -0.189   -0.129   -0.127   -0.185   -0.229   -0.198
 1971   -0.234   -0.281   -0.299   -0.402   -0.315   -0.351   -0.338   -0.424   -0.355   -0.223   -0.232   -0.297
 1972   -0.306   -0.368   -0.427   -0.315   -0.457   -0.476   -0.363   -0.371   -0.291   -0.274   -0.265   -0.339
 1973   -0.362   -0.381   -0.332   -0.252   -0.157   -0.163   -0.091   -0.121   -0.119   -0.203   -0.197   -0.226
 1974   -0.263   -0.271   -0.389   -0.511   -0.487   -0.435   -0.502   -0.455   -0.493   -0.495   -0.413   -0.348
 1975   -0.260   -0.326   -0.297   -0.332   -0.375   -0.282   -0.259   -0.172   -0.323   -0.341   -0.328   -0.309
 1976   -0.371   -0.428   -0.480   -0.413   -0.475   -0.470   -0.294   -0.172   -0.180   -0.280   -0.402   -0.418
 1977   -0.376   -0.320   -0.169   -0.203   -0.156   -0.093   -0.092   -0.131   -0.218   -0.210   -0.129   -0.191
 1978   -0.092   -0.133   -0.144   -0.181   -0.190   -0.319   -0.262   -0.212   -0.175   -0.193   -0.105   -0.168
 1979   -0.178   -0.137   -0.213   -0.222   -0.103   -0.027   -0.079   -0.100   -0.094   -0.073   -0.070   -0.044
 1980    0.014   -0.063   -0.123    0.015    0.145    0.124    0.066    0.039    0.008   -0.046   -0.181   -0.233
 1981   -0.161   -0.160    0.022   -0.075   -0.063   -0.041   -0.074   -0.094   -0.015   -0.166   -0.116    0.015
 1982   -0.060   -0.058   -0.059   -0.162   -0.171   -0.163   -0.208   -0.288   -0.287   -0.350   -0.396   -0.359
 1983   -0.277   -0.083    0.102    0.080   -0.027   -0.033    0.006   -0.137   -0.194   -0.174   -0.137    0.019
 1984   -0.085   -0.067   -0.103   -0.136   -0.144   -0.303   -0.244   -0.204   -0.187   -0.322   -0.403   -0.296
 1985   -0.333   -0.308   -0.335   -0.379   -0.316   -0.107   -0.131   -0.260   -0.226   -0.224   -0.274   -0.315
 1986   -0.322   -0.254   -0.271   -0.303   -0.207   -0.240   -0.227   -0.251   -0.198   -0.297   -0.376   -0.350
 1987   -0.256   -0.196   -0.011    0.051    0.090    0.224    0.301    0.301    0.215    0.068   -0.048    0.065
 1988   -0.020   -0.095    0.010    0.071    0.157    0.185    0.129    0.011   -0.076   -0.152   -0.129   -0.145
 1989   -0.202   -0.138   -0.235   -0.271   -0.128    0.109    0.196    0.131   -0.076   -0.105   -0.131   -0.135
 1990   -0.280   -0.143   -0.160   -0.099   -0.040   -0.038   -0.003    0.071    0.165    0.131   -0.035   -0.017
 1991   -0.177   -0.099   -0.051   -0.115   -0.135   -0.111   -0.089   -0.091   -0.019   -0.244   -0.243   -0.196
 1992   -0.173   -0.077   -0.075   -0.167   -0.205   -0.133   -0.202   -0.363   -0.352   -0.283   -0.317   -0.267
 1993   -0.223   -0.169   -0.227   -0.156   -0.147   -0.164   -0.260   -0.212   -0.147   -0.226   -0.301   -0.276
 1994   -0.279   -0.292   -0.262   -0.183   -0.190   -0.205   -0.215   -0.219   -0.136   -0.043   -0.003   -0.074
 1995   -0.046   -0.023    0.033    0.092    0.288    0.380    0.330    0.199    0.070    0.118    0.143    0.058
 1996    0.006   -0.016   -0.041    0.026   -0.049   -0.107   -0.088    0.008    0.015   -0.128   -0.157   -0.139
 1997   -0.075   -0.019    0.021    0.024    0.056    0.025    0.077    0.031    0.126    0.167    0.068    0.148
 1998    0.147    0.308    0.338    0.308    0.400    0.506    0.504    0.529    0.429    0.399    0.334    0.296
 1999    0.067    0.074    0.086    0.069    0.179    0.197    0.215    0.324    0.202    0.034   -0.032    0.031
 2000   -0.067   -0.021    0.120    0.059    0.122   -0.001    0.089    0.120    0.119   -0.023   -0.036   -0.110
 2001   -0.110   -0.009    0.032    0.005    0.008    0.215    0.152    0.195    0.303    0.269    0.173    0.231
 2002    0.199    0.182    0.162    0.044   -0.031   -0.099   -0.048    0.124    0.097    0.129    0.037    0.022
 2003    0.068    0.005    0.130    0.097    0.169    0.223    0.294    0.433    0.469    0.444    0.241    0.242
 2004    0.228    0.227    0.176    0.126    0.024    0.195    0.245    0.335    0.258    0.260    0.239    0.205
 2005    0.129    0.143    0.302    0.310    0.311    0.345    0.465    0.458    0.437    0.256    0.158    0.234
 2006    0.142    0.093    0.078    0.216    0.327    0.351    0.393    0.419    0.382    0.353    0.307    0.190
 2007    0.190    0.236    0.146    0.177    0.130    0.107    0.147    0.073    0.117    0.176    0.195    0.129
 2008    0.049    0.147    0.177    0.061    0.191    0.275    0.225    0.194    0.217    0.121    0.020    0.038
 2009   -0.040   -0.145   -0.141   -0.112   -0.042    0.140    0.247    0.172    0.076    0.183    0.088    0.102
 2010    0.059    0.196    0.306    0.445    0.479    0.467    0.469    0.545    0.468    0.343    0.255    0.227
 2011    0.163    0.127    0.075    0.111    0.171    0.198    0.111    0.166    0.164    0.082   -0.051   -0.025
 2012   -0.046    0.024    0.045    0.099    0.184    0.320    0.395    0.450    0.468    0.349    0.184    0.161
 2013    0.148    0.135    0.178    0.156    0.121    0.066    0.210    0.214    0.275    0.367    0.148    0.056
 2014   -0.042   -0.023   -0.061   -0.074    0.018    0.082    0.241    0.355    0.330    0.312    0.085    0.078
 2015    0.012    0.016  -99.990  -99.990  -99.990  -99.990  -99.990  -99.990  -99.990  -99.990  -99.990  -99.990
  -99.99
  AMO unsmoothed, detrended from the Kaplan SST V2
  Calculated at NOAA/ESRL/PSD1
  http://www.esrl.noaa.gov/psd/data/timeseries/AMO/
